"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Dec 09 01:06:37 GMT 2019","Mon Dec 09 01:06:37 GMT 2019","0","","Validdate the WebDriver University HomePage","","Validdate the WebDriver University HomePage","Check the title of the page","Check the title of the page",""
